title,subject,date,short_text,type,prompt,generated_text
"JUDGE JEANINE Delivers EPIC Hillary Slap Down: “I don’t consider myself ‘DEPLORABLE’…but since you started it Hillary, let’s have at it”",politics,"Sep 11, 2016",YIKES That s gonna leave a mark!,Fake,"fake headline: JUDGE JEANINE Delivers EPIC Hillary Slap Down: “I don’t consider myself ‘DEPLORABLE’…but since you started it Hillary, let’s have at it”
text:"," Databrig; it’s a be-all-end temple of liberal kindness.

“I think it’s only fair that I’m not deluded by Hillary’s words. The fact that she is being used to support her presidential campaign tells me what she really wants. I do often wonder if she is creating the same"
DANIEL HANNAN Tells “The Generation Of The Safe Spaces” To Get Over Themselves,politics,"Nov 15, 2016", ,Fake,"fake headline: DANIEL HANNAN Tells “The Generation Of The Safe Spaces” To Get Over Themselves
text:","
THIS IS A NEW STORY
here is something that we have taken to heart in
those courageous episodes of the genre.
It is
this that differentiates us from the fat boy and girl
of
is
good old
girl literature.
Not in the sense that you would get
heroic,
feeling bad when you are
taking care of"
OBAMA DANCES At Last-Ever White House Gig To Drake’s “Hotline Bling”,left-news,"Oct 23, 2016", ,Fake,"fake headline: OBAMA DANCES At Last-Ever White House Gig To Drake’s “Hotline Bling”
text:"," “Female Lead Gets Privileges From Major League Baseball.” pic.twitter.com/OVlRdkiLfV — Slate – Drake jang & @RK2015 —saas.com —minutes.com (.) — NEL (@nsaas) March 6, 2018

Notably, one of Drake’s"
GUESS WHO Predicted Weiner Would “Tell The World” About Hillary’s Crimes?,politics,"Oct 28, 2016", ,Fake,"fake headline: GUESS WHO Predicted Weiner Would “Tell The World” About Hillary’s Crimes?
text:"," http://www.google.com/search?q=bitecompany%20-%20Pays+weiner%20-%20mouth%20-%20Office%20of+Matthew+Wilder+and+Sarah+Kacke.&searchid=0nk22rdz5pJG94ZQRSV
talkback"
JUDGE JEANINE’S OPENING STATEMENT: “Our President Is Doing What We Hired Him To Do!”,politics,"Apr 1, 2017","Watch my #OpeningStatment   pic.twitter.com/QpkZW7EHiu  Jeanine Pirro (@JudgeJeanine) April 2, 2017",Fake,"fake headline: JUDGE JEANINE’S OPENING STATEMENT: “Our President Is Doing What We Hired Him To Do!”
text:","
;A headline from James C. Cooper
: The Prospect (10.11:29–13:02)
:The Prospect (10.11:29–13:02)
;Jayer C. Cooper (12.11:59–20)
;“JUDGE JEANINE’S OPENING STATEMENT: �"
NOT-SO-SLICK WILLY: Bill Clinton Tries To Joke Around About Hillary’s E-mail Scandal…Not Funny,politics,"Sep 14, 2016", ,Fake,"fake headline: NOT-SO-SLICK WILLY: Bill Clinton Tries To Joke Around About Hillary’s E-mail Scandal…Not Funny
text:"," “At the beginning of the Clinton email scandal one email was hacked. Hillary and her aides worked to make sure the hacking emails were secret and that they had no information sharing capability or internal security vulnerabilities. Pundits rose to the top of their ranks to track Hillary’s communications on the secure email network, which included this email.”

AD
"
ARMED WOMAN Takes Out One Of Three Burglars In A Crazy Home Invasion,Government News,"Sep 23, 2016","If not for the second amendment, this woman would be dead pic.twitter.com/QKLST51VaF  Paul Joseph Watson (@PrisonPlanet) September 23, 2016",Fake,"fake headline: ARMED WOMAN Takes Out One Of Three Burglars In A Crazy Home Invasion
text:"," Charlie is saved from a gallant arena tour that includes over 1,500 miles on a bus, with a huge fist jutting out of his shoulder blade.

DROP ASAP - The Sea Island Special is hitting every beach on the island. ""I am looking for a beach guy,"" he says, pointing to a bathing suit draped over his hip.
"
THE HORRIBLE END GAME: BERNIE SANDERS Calls for Socialized Medicine aka Single-Payer Healthcare,politics,"Mar 26, 2017", ,Fake,"fake headline: THE HORRIBLE END GAME: BERNIE SANDERS Calls for Socialized Medicine aka Single-Payer Healthcare
text:","

Last week’s coverage of the cholesterol drug betel-nut has been pretty grim. Instead of continuing to talk about the dangers of the cholesterol pill in the context of its health effects with a sense of humor, this week’s side-by-side comparison of a two-fluid system to that which is often portrayed in real time as part"
EPIC! CSPAN CALLER Gets His Benghazi Message Out To Hillary…This Is Priceless!,politics,"Aug 8, 2016",If you ve ever watched CSPAN you ll know how rare it is to get a caller who s like this guy this is priceless!,Fake,"fake headline: EPIC! CSPAN CALLER Gets His Benghazi Message Out To Hillary…This Is Priceless!
text:"," https://twitter.com/epic_cspandler_napkin/status/6833825881115739783
twitter: https://twitter.com/epic_cspandler_napkin/status/6833825881115739783
facebook: https://www.facebook.com/epic_csp"
AWESOME: TRUMP TWEETS THE TWO RULES That Will Guide The Trump Administration,politics,"Dec 30, 2016",The link to Instagram was the photo below:,Fake,"fake headline: AWESOME: TRUMP TWEETS THE TWO RULES That Will Guide The Trump Administration
text:"," https://t.co/Guw6b0Mlv — Former President Barack Obama (@BarackObama) July 28, 2017

The president shared Trump’s statement early in the week, when simultaneously he and Vice President Pence met privately Thursday at a Kremlin party in Russia, where he also confirmed on Twitter that Trump has spoken at the palace with Putin"
New York's political leaders reach deal on 2016-17 state budget,politicsNews,"April 1, 2016 ","New York state’s governor Andrew Cuomo and legislative leaders announced late on Thursday an agreement on a 2016-17 state budget that includes a plan to increase minimum wage toward $15  per hour and introduce paid family leave. “ I believe that this is the best plan the state has produced in decades,” Cuomo told a news conference in state capital Albany late on Thursday",True,"true headline: New York's political leaders reach deal on 2016-17 state budget
text:"," Working with President Trump to force Congress to approve a budget to stabilize the debt ceiling
text: A tentative start to a new negotiating table for negotiations that is expected to take place in 2019
text: Pressure on the debt ceiling to get increased tuition and for the rest of 2018 to avoid default
text: Need to do a new deal to hold the government accountable, but so"
UK defense minister: PM May decides on cabinet hiring and firing,worldnews,"November 8, 2017 ","British defense minister Gavin Williamson said on Wednesday it was up to Prime Minister Theresa May to decide who serves in her top team, responding to a question about the political future of aid minister Priti Patel.  The prime minister makes her own decision on actually who is serving in her cabinet, and they re only the prime minister s decisions,  he told reporters in Brussels.",True,"true headline: UK defense minister: PM May decides on cabinet hiring and firing
text:"," [0] The minister is very happy, after two weeks of meetings,
millions of emails and transcripts provided by senior officials, it would
also mean he’s asked to chair a cabinet to take up the post of Minister.
It would also be sad if he leaves for London.

Posted: Mon Jul 4 2010, 04:07:05"
NSA director Rogers is top candidate for DNI under Trump: WSJ,politicsNews,"November 18, 2016 ","U.S. National Security Agency Director Admiral Mike Rogers is the leading candidate to become President-elect Donald Trump’s next director of national intelligence, the Wall Street Journal reported on Friday, citing two unnamed people familiar with the matter. Rogers met with Trump in New York on Thursday, members of Trump’s transition team said on Friday.",True,"true headline: NSA director Rogers is top candidate for DNI under Trump: WSJ
text:"," the intelligence community's inspector general (IG) today approved the CIA's Director of National Intelligence official to fill a gap in intelligence work between Trump's national security adviser, who is a major player in Trump's nominee for executive positions, and former CIA Director John Brennan.
fake headline: Even though the CIA in the case of Brennan says he's willing to work for Trump rather"
"Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide",politicsNews,"November 21, 2017 ","Russian President Vladimir Putin and U.S. President Donald Trump will discuss North Korea when they hold a telephone conversation on Tuesday, Interfax news agency cited Kremlin aide Yuri Ushakov as saying. Kremlin spokesman Dmitry Peskov said earlier on Tuesday that the conversation would focus on Syrian President Bashar al-Assad’s visit to Russia which he made on Monday.",True,"true headline: Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide
text:"," Italia=559
twitter: The ambassadors report: ""The regime's fury over the missile launch in Syria, and the deaths of
terrorists and peacekeepers sweeping across the border in the wake of that missile
launch, masks the atmosphere for what may be another week of desperate fighting in
southern Syria,"" AP story in German by Radar East by Newsweek.com"
Russian and Chinese heads of state to meet in first half of November,worldnews,"October 26, 2017 ","Russian President Vladimir Putin on Thursday held a telephone conversation with his Chinese counterpart Xi Jinping, and the two leaders agreed to meet in the first half of November, the Kremlin said. The meeting will take place on the sidelines of an Asia-Pacific summit to be hosted by Vietnam, it said.",True,"true headline: Russian and Chinese heads of state to meet in first half of November
text:"," One source claims that the Russian leadership ""believes"" that a summit focused on Russian-stringed anti-nuclear weapons could be held in Geneva in 2012 over fear that its nuclear weapons could be used in armed conflict. If true, the idea that its own nuclear arms could be used in war is not supported by the Moscow propaganda campaign. In 2012, the Moscow-backed"
House Democrats will stage sit-in until they get gun control bill: Pelosi,politicsNews,"June 22, 2016 ","U.S. House of Representatives Democratic leader Nancy Pelosi said on Wednesday a sit-in on the House floor by Democrats will continue until a gun control bill is brought to the floor of the chamber for debate. “ We are in for the long haul here,” Pelosi said.",True,"true headline: House Democrats will stage sit-in until they get gun control bill: Pelosi
text:","2020 Apr 29

It’s frustrating (though not very difficult)!

This panel of leaders should not feel sorry for the NRA.

Unless Speaker Paul Ryan agrees to the finalization of the gun control bill.

No, the party wants to answer to leaders in the Senate, and the Democratic leadership wants to make sure all of the gun control"
London security alert ends as package ruled non-suspicious,worldnews,"December 5, 2017 ","London police said an item that had prompted a security alert in the financial district of the city on Tuesday morning was non-suspicious, after authorities had closed St Paul s underground station as a precaution.",True,"true headline: London security alert ends as package ruled non-suspicious
text:"," Approximately 130 agencies around the world have actively been affected

Summary

UK maritime security operations in the UK have been technically sealed, known as ""covering"" war zones and preventing the usage of military equipment by the security sector. For security operational assistance (SOA), all UK SIA operations are covered by the Security Services Office Act 2012. These operations ensure UK security"
Trump to announce transportation secretary pick: spokesman,politicsNews,"November 29, 2016 ","President-elect Donald Trump will nominate a transportation secretary on Tuesday afternoon, a spokesman told Fox News, as he continues to fill out his domestic policy team. Trump transition team spokesman Jason Miller said the Cabinet selection would be announced in the early afternoon.",True,"true headline: Trump to announce transportation secretary pick: spokesman
text:"," pic.twitter.com/NOHr6iV62R — ADVERTISEMENT (@ADMaddy) July 4, 2018 election time (@ADMaddy) July 5, 2018

Trump has on this week be Cuban ambassador, Lopez, who has a ticket on every version of the U.S.-Mexico relations game and is expected to say hello to the Cuban"
U.S. says it will take steps after Cambodia's dissolves opposition party,worldnews,"November 17, 2017 ","The United States expressed  grave concern  on Thursday about the Cambodian government s decision to dissolve the main opposition party and said Washington will take  concrete steps  in response, according to a White House statement. As a first step, the White House said, the United States will end its support for the Cambodian National Election Committee and its administration of the 2018 national election.",True,"true headline: U.S. says it will take steps after Cambodia's dissolves opposition party
text:", this report goes into detail on various issues made necessary by Cambodia's fall. Note: The Lord of the Jungle was written by Hari Kundra.<|endoftext|>
Senate Republican leader says on path toward deal on government funding,politicsNews,"October 31, 2017 ","Senate Republican leader Mitch McConnell said on Tuesday lawmakers and the Trump administration were “on a path” toward reaching a deal on a bill that would keep the government funded beyond Dec. 8. “ That job will have to be done by December the eighth, and I think we’re on a path to do that,” McConnell told reporters, without providing any details.",True,"true headline: Senate Republican leader says on path toward deal on government funding
text:"," ‰http://www.businessinsider.com/global-governance-report-tax-syndicate-news-101484472-earcher-john-breece-s Nope, blame St. Joseph’s for “keeping the poor”…
”nobler” headline: “By ‘me’"
Trump to study tougher Russia sanctions bill: White House,politicsNews,"July 24, 2017 ","President Donald Trump will examine whether a bill toughening sanctions on Russia is offering the “best deal” for the American people, White House spokeswoman Sarah Sanders said on Monday. “ He’s going to study that legislation and see what the final product looks like,” Sanders told reporters during a briefing on Air Force One, when asked whether Trump would support the legislation.",True,"true headline: Trump to study tougher Russia sanctions bill: White House
text:"," “China’s attempt to undermine Trump’s foreign policy now has a fatal flaw.”

That premise is a little too straightforward to believe.

The word “second-generation” is used in the last sentence of Trump’s reading of the first sentence of his letter: “Illinois can’t do"
Ex-Catalonia leader turns himself in to Belgian police: VRT,worldnews,"November 5, 2017 ","Sacked Catalonian leader Carles Puigdemont has turned himself in to Belgian police, Belgian public broadcaster VRT said on Sunday, citing a source. Belgian prosecutors, who have a European arrest warrant from Spain for Puigdemont and four of his associates, will brief media on the case at 1300 GMT.",True,"true headline: Ex-Catalonia leader turns himself in to Belgian police: VRT
text:"," The young Dominican Romain Petrou showed the armed police a portrait of the opposition leader in a small cafe in Castletown, near the village of Baris, which features a mural in the family's palace

BUDAGAZ, Spain (Reuters) - Budapest police say they have arrested five men with links to the Kievan017, one of"
Trump discusses safe zones in Syria with Jordan's king: White House,politicsNews,"February 2, 2017 ","U.S. President Donald Trump discussed with Jordan’s King Abdullah the possibility of establishing safe zones in Syria, the White House said on Thursday. Trump met with King Abdullah briefly in Washington on Thursday morning, the White House said in a statement.",True,"true headline: Trump discusses safe zones in Syria with Jordan's king: White House
text:"," President Trump said there are many dangerous things in the region.
/I smith
#FULLTEXT
This was on Twitter earlier today. The threat to oil exports was increased, but the line was drawn. Yesterday, strong opposition got support from Jordan and other Arab countries. I think the Coalition has been weakened, but there can be only one balance between issues like"
Trump says 'not distracted' by NFL protests,politicsNews,"September 26, 2017 ","U.S. President Donald Trump’s criticisms of National Football League players kneeling in protest during the national anthem have not distracted him from other concerns, he told journalists on Tuesday. “ I wasn’t preoccupied with the NFL.",True,"true headline: Trump says 'not distracted' by NFL protests
text:"," https://wapo.com/news/2019/05/15/trump-deemed-to-be-spent-on-the-blingchief-during-a-maximum-lucid-fuel-and-at-the-best-point/

City: New York

Sign-up for the Mint:

For more"
Tillerson says Saudi Arabia not ready for talks with Qatar on Gulf crisis,worldnews,"October 22, 2017 ","Saudi Arabia is not yet ready to begin direct talks with Doha to resolve the nearly five-month diplomatic and trade cutoff affecting Qatar, U.S. Secretary of State Rex Tillerson said on Sunday.  There is not a strong indication that the parties are ready to talk yet,  Tillerson said of discussions he had earlier in the day in Riyadh with Saudi Crown Prince Mohammed bin Salman aimed at overcoming the row.",True,"true headline: Tillerson says Saudi Arabia not ready for talks with Qatar on Gulf crisis
text:"," Tonia Stevens: Good to know Trump was rolled up to talk to Qatar.

Tasculane runs out of the pipeline, to Panama, and now it looks like he might be headed for Qatar. Trump’s record with Qatar has been good — 41,100 barrels of oil a day, 48 ton gas (22,000 metric tons) — but"
U.S. tax bill should include repeal of health insurance mandate: Senate Republican leader,politicsNews,"November 14, 2017 ","Senate Republican leader Mitch McConnell on Tuesday threw his support behind including a repeal of the Obamacare mandate for individual health insurance in the Senate’s tax reform bill. “ We’re optimistic that inserting the individual mandate repeal would be helpful and that’s obviously the view of the Senate Finance Committee Republicans as well,” McConnell told reporters.",True,"true headline: U.S. tax bill should include repeal of health insurance mandate: Senate Republican leader
text:"," http://fuehu.pl/qrggl/f3p.html
 sub title: Senate GOP House of Representatives Health and Human Services Chairman?House
subtitle resources: http://fuehu.pl/qrggl/f4T.html
 sub title: Senate GOP House of Representatives House of Representatives Business and Business Equality Chairman?"
Tillerson to visit Pakistan as well as India: senior U.S. official,politicsNews,"October 18, 2017 ","U.S. Secretary of State Rex Tillerson will Pakistan next week during an Asian trip that will also take him to the country’s rival India, a senior official at the U.S. State Department said on Wednesday.",True,"true headline: Tillerson to visit Pakistan as well as India: senior U.S. official
text:"," The new nuclear deal with Iran is also subject to review
No. 04-2967                                                        "
"Obama, Mexican president discuss immigration, anti-drugs fight: White House",politicsNews,"May 6, 2016 ","U.S. President Barack Obama and Mexican President Enrique Peña Nieto discussed immigration from Central America and the fight against heroin production during a phone call on Thursday, the White House said. “ The leaders committed to continue working jointly to address irregular migration from Central America,” the White House said in a statement. “",True,"true headline: Obama, Mexican president discuss immigration, anti-drugs fight: White House
text:"," ""The government announces that all 300 members of the Congressional Hispanic Caucus will be taking part in the joint effort to prioritize issues of fairness, peace, and open borders. The Mexican government will hold a press conference to discuss all three of these issues and as leaders of the Latino Caucus. The party will be represented by president Gloria Macemmambrun, and the crowd will"
Britain's Hammond says 'very confident' of deal on Brexit talks,worldnews,"December 5, 2017 ","Britain s Chancellor of the Exchequer Philip Hammond said on Tuesday he was confident the EU and Britain could reach a Brexit deal in talks this week.  We re very confident that we will be able to move this forward,  Hammond said on arrival at a meeting of EU finance ministers.",True,"true headline: Britain's Hammond says 'very confident' of deal on Brexit talks
text:"," May, 27 UK faces Brexit uncertainty
dim/disclosure (2): May said 'very confident' of Brexit deal Trump call for UK to sell 'bust up'
reply: Vote to remain, but risk 'very big changes in terms of deal' airdroking deal when May 's David Cameron calls for a focus on free trade
x/t"
UK PM May: We must fight for the political mainstream,worldnews,"October 4, 2017 ","British Prime Minister Theresa May said on Wednesday that her  party must fight for a Conservative mainstream political agenda, speaking in her address to the annual party conference.  We must come together to fight for this mainstream Conservative agenda.",True,"true headline: UK PM May: We must fight for the political mainstream
text:"," 'The Prime Minister and the Leader of the Opposition came to a common decision to ignore any Western political opinion.' BBC Business Daily contributed to this article.

Ted Nugent: The Prime Minister of the United Kingdom today announced that former PM Tony Abbott has been suspended, amid the criticism of the Prime Minister and Australia’s actions and the backdrop to Prime Minister Malcolm Fraser"
