row_id,type,title,date,text,text_type
12,Fake,BRAVO! WATCH TED CRUZ SLAM The Lies Of Leftists Attacking Senator Jeff Sessions,"Jan 10, 2017","According to The New York Times, President Trump visited the political discussions with a Ukrainian-backed presidential candidate last week. Official Twitter accounts for both candidates have quacked over allegations from he said that they spoke with a member of Trump campaign communications staff about the event. Women have tweeted that Trump said he was the one to hit ""a big",generated_text
13,Fake,WHY IS LORETTA LYNCH OPENING For One Of The Biggest Black Lives Matter Leaders? Is This an Endorsement?,"Aug 4, 2016",Loretta Lynch is head of the DOJ and is opening for Deray McKesson of Black Lives Matter tomorrow in Detroit. Is this an endorsement of the radical domestic terrorist organization that calls for looting and violence in the name of social justice?,short_text
14,Fake,SHOUT! POLL: Should Protesters Be Allowed to Shut Down Political Rallies?,"March 12, 2016", 21st Century Wire asks HAVE YOUR SHOUT: Friday night in Chicago saw an unprecedented incident   where flash mobs from an opposing political party were successful in shutting down a presidential political rally. We ask our readers if protesters should be allowed to shut down political rallies.,short_text
15,Fake,CROOKED HILLARY VS FBI’S COMEY,"Jul 6, 2016",". ABC News, “Hillsborough: Four years in a Fox is all it takes,” and “New York: Washington’s largest town, little more",generated_text
16,Fake,CLUELESS ANTI-TRUMP PROTESTERS Asked Why They Oppose Trump,"Apr 17, 2016","“I think that our president shouldn’t fight people who say that he shouldn’t fight us, he should fight those people.” A #Trump tweet from series number one: “They’re bots, they shouldn’t exist. They’re evil. Where’s their fighting?!” CLU",generated_text
17,Fake,DINESH D’SOUZA BRILLIANTLY Schools Hollywood Reporter On Why Racist Democrats Keep Minorities On The Plantation,"Jul 28, 2016","If you haven t seen Dinesh D Souza s  HILLARY S AMERICA  yet, it is a MUST see! Watch here, as Dinesh explains why his historically correct movie casts the truth on the Democrats racist roots, discusses his time in prison and much more  THE SOUND STARTS AT THE 1:00 MARK WHEN D SOUZA BEGINS TO SPEAK:",short_text
18,Fake,A Must Watch Video! Brilliant Take On How Hillary Clinton’s Lawlessness Gets Ignored,"Oct 25, 2015","Hillary Clinton breaks the law, gets people who work for her killed, lies to the American people and she s still a media darling? How is that possible???",short_text
19,Fake,BUSTED! CLINTON ADVISOR JOHN PODESTA Paid BIG Money By Russia,"Apr 1, 2017","Russia gave John Podesta 35 millions dollars (1 billion rubles) while he advised Hillary Clinton and Barack Obama. pic.twitter.com/cf042XZLeU  Based Vet   (@BasedVet) March 28, 2017",short_text
20,Fake,GOV SARAH PALIN’S INTERVIEW WITH DONALD TRUMP,"Aug 28, 2015",Sarah Palin interviewed The Donald tonight on One America News Network. Here s the full video:,short_text
21,Fake,HOW TO HANDLE Thanksgiving After The 2016 Election,"Nov 19, 2016","Jesse Jackson died on Nov. 5, 2016, walking into the funeral home in Crazy Horse’s Successful Celebration. A chorus of “I can’t remember why I left home” exudes excitement: “Well, he was out loud today.” “They used to sing from the grave, sometimes in a",generated_text
22,Fake,THE BEST WAY To Clear Soros’ Anti-Trump Rioters Out Of DC Can Be Found On One Piece Of Paper,"Jan 20, 2017","#disruptj20 protesters on the move, many leaving the checkpoint. And they've chained themselves together pic.twitter.com/jYvaY75hND  Ryan Lovelace (@LovelaceRyanD) January 20, 2017",short_text
23,Fake,BAD ASS BUSINESSMAN Challenges Paul Ryan In New Campaign Ad Like You’ve Never Seen Before,"May 5, 2016","He posted in an ad featuring a car trailer filled with feces and a CNN reporter was covering his wife’s recent trip to Mexico City. Paul Ryan poses with the woman he once believed was the anchor of Hollywood’s evil movie franchise. Ryan has Down Syndrome and is refusing to talk to other people. That’s right,",generated_text
24,Fake,OBAMACARE AND THE FORGOTTEN FAMILY: A Tale Of How The Middle Class Was Royally Scr*wed By Washington,"Mar 25, 2017","In light of Republican failure to pass the American Health Care Act, Charles Krauthammer dismissed the idea that Chuck Schumer would try to work with Republicans at all, since the Democrats are moving toward a single-payer system as the country increasingly expects coverage to be an entitlement:Read more: CNN",short_text
25,Fake,TRUMP’S STATEMENT On Muslim Immigration Is Spot On: “We have no choice!”,"Jun 13, 2016",Donald Trump: With fifty people dead and perhaps more ultimately and dozens more wounded we cannot afford to talk around issues anymore. We have to address these issues head on.,short_text
26,Fake,"E.T. Williams: ‘Anti Trump Protesters, Your Revolution is Fake’","November 18, 2016","The latest news is that Teen HIV are eagerly awaiting confirmation from The Jerusalem Post. The Hollywood Reporter has been covering the show and its aftermath for The Guardian and The New York Times since 04/06/2016. The Times article, about which is badly revealing, was a fun read. The reporter wrote about the rapper’s entire life,",generated_text
27,Fake,"GOODBYE, LONDON! Here’s The Lowdown On The Muslim Mayor Who Calls Moderate Muslims “Uncle Toms”","May 7, 2016","Paul Weston, chairman of Liberty GB, reacts to the election of Sadiq Khan as Mayor of London. This is a man connected with numerous extremists, and who has an extremely questionable past.",short_text
28,Fake,In His Own Words: STUNNING Unofficial TRUMP AD That Will BLOW You Away!,"Aug 28, 2016",Wow! America is hungry for a real leader.,short_text
29,Fake,HYSTERICAL! MSNBC Host Gets Rapists confused…Calls Bill Cosby “Bill Clinton”,"May 24, 2016",Metaphor: “Bill Clinton” – Yes text: Metaphor: “Bill Clinton” text: Metaphor: “Clinton” text: Metaphor: “Clinton” text: Metaphor: “Clinton” text: Metaphor: �,generated_text
30,True,Palestinian negotiator says 'no talking' with U.S. until Trump reverses Jerusalem decision: Al Jazeera,"December 8, 2017 ","Palestinian State Prosecutor, Yasna Al-Yaqi, on Monday confirmed the Israeli exit and dismissed her charges that the Palestinians “were using any means at all to resist the Palestinians movement.” She also dismissed other Palestinian charges that it is possible the Palestinians “resisted"" the imminent ingratiating condition of the Israeli-Palestinian peace",generated_text
31,True,UK defense minister: PM May decides on cabinet hiring and firing,"November 8, 2017 ","British defense minister Gavin Williamson said on Wednesday it was up to Prime Minister Theresa May to decide who serves in her top team, responding to a question about the political future of aid minister Priti Patel.  The prime minister makes her own decision on actually who is serving in her cabinet, and they re only the prime minister s decisions,  he told reporters in Brussels.",short_text
32,True,NSA director Rogers is top candidate for DNI under Trump: WSJ,"November 18, 2016 ","“Our country does not have a separation of powers,” “We have a family-oriented culture,” and “We believe in a free, open society.” The irony of the n-word is that the president would have put an ‘Appoint,’ which is a phrase used by the state to think of",generated_text
33,True,"Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide","November 21, 2017 ","Russian President Vladimir Putin and U.S. President Donald Trump will discuss North Korea when they hold a telephone conversation on Tuesday, Interfax news agency cited Kremlin aide Yuri Ushakov as saying. Kremlin spokesman Dmitry Peskov said earlier on Tuesday that the conversation would focus on Syrian President Bashar al-Assad’s visit to Russia which he made on Monday.",short_text
34,True,Russian and Chinese heads of state to meet in first half of November,"October 26, 2017 ","Russian President Vladimir Putin on Thursday held a telephone conversation with his Chinese counterpart Xi Jinping, and the two leaders agreed to meet in the first half of November, the Kremlin said. The meeting will take place on the sidelines of an Asia-Pacific summit to be hosted by Vietnam, it said.",short_text
35,True,Florida lieutenant governor ends bid for Senate seat,"June 22, 2016 ",">> All hail the Governor and his sons from Lake Hollow and Hollywood andette. >> Jerraud Landrif and Bryan James, though they got no votes to go to the polls. >> WINE SERIES: BY name : .. Florida lieutenant governor, return to office does not require a Superior Court filing, it is a",generated_text
36,True,Cruz campaign vetting Fiorina as a possible VP pick: ABC News,"April 25, 2016 ","U.S. Republican presidential candidate Ted Cruz’s campaign is vetting former business executive Carly Fiorina as a possible vice presidential pick, ABC News said on Friday. Earlier, Cruz’s campaign said it had narrowed its running mate options to a short list.",short_text
37,True,Trump to announce transportation secretary pick: spokesman,"November 29, 2016 ","“Chicago Mayor Mike Pence weighed in.” All the well-planned support signs that went out for the unveiling Friday were on the walkway.museum parking lot, I don’t know that was exactly what it came down to. The thing about this is that the mayor is not a 2002 presidential candidate. He retired when he was mayor and",generated_text
38,True,U.S. says it will take steps after Cambodia's dissolves opposition party,"November 17, 2017 ","The United States expressed  grave concern  on Thursday about the Cambodian government s decision to dissolve the main opposition party and said Washington will take  concrete steps  in response, according to a White House statement. As a first step, the White House said, the United States will end its support for the Cambodian National Election Committee and its administration of the 2018 national election.",short_text
39,True,Senate Republican leader says on path toward deal on government funding,"October 31, 2017 ","""WASHINGTON — Sen. Lamar Alexander on Tuesday signaled that progress on the 2020 election can be made anytime one day at a time. ""I think we have made a commitment to Congress and our senators that the path to victory the next two decades is by 2020."" Judith Duncan, a Florida Republican, was not making the same remarks about the GOP lineup as",generated_text
40,True,Trump to study tougher Russia sanctions bill: White House,"July 24, 2017 ","disappointing work of sanctions program won't apply -- but midterms are in motion! text: niaaa, you and others who work with Trump will have to hit your employers text: so y es there a better way to do it than to go to your rivals' houses text: sir, but be sure not to leave your stuff in",generated_text
41,True,U.S. 'very concerned' by violence around Iraq's Kirkuk: State Department,"October 16, 2017 ","The U.S. State Department said on Monday Washington was  very concerned  by reports of violence around the Iraqi oil city of Kirkuk, which was seized by Baghdad s forces from Kurds.  We are monitoring the situation closely and call on all parties to coordinate military activities and restore calm,   State Department spokeswoman Heather Nauert said in a statement.",short_text
42,True,Trump discusses safe zones in Syria with Jordan's king: White House,"February 2, 2017 ","U.S. President Donald Trump discussed with Jordan’s King Abdullah the possibility of establishing safe zones in Syria, the White House said on Thursday. Trump met with King Abdullah briefly in Washington on Thursday morning, the White House said in a statement.",short_text
43,True,Trump says 'not distracted' by NFL protests,"September 26, 2017 ","U.S. President Donald Trump’s criticisms of National Football League players kneeling in protest during the national anthem have not distracted him from other concerns, he told journalists on Tuesday. “ I wasn’t preoccupied with the NFL.",short_text
44,True,Tillerson says Saudi Arabia not ready for talks with Qatar on Gulf crisis,"October 22, 2017 ","Saudi Arabia is not yet ready to begin direct talks with Doha to resolve the nearly five-month diplomatic and trade cutoff affecting Qatar, U.S. Secretary of State Rex Tillerson said on Sunday.  There is not a strong indication that the parties are ready to talk yet,  Tillerson said of discussions he had earlier in the day in Riyadh with Saudi Crown Prince Mohammed bin Salman aimed at overcoming the row.",short_text
45,True,U.S. tax bill should include repeal of health insurance mandate: Senate Republican leader,"November 14, 2017 ","Senate Republican leader Mitch McConnell on Tuesday threw his support behind including a repeal of the Obamacare mandate for individual health insurance in the Senate’s tax reform bill. “ We’re optimistic that inserting the individual mandate repeal would be helpful and that’s obviously the view of the Senate Finance Committee Republicans as well,” McConnell told reporters.",short_text
46,True,Tillerson to visit Pakistan as well as India: senior U.S. official,"October 18, 2017 ","Tillerson to visit Pakistan Emotional anxiety; Secretary Tillerson: U.S. officials will come to Pakistan should India be there 52 Comments This fits well with the headline picture: Tillerson to visit Pakistan This makes sense, although I think that it really is the wrong headline. The headline link isn’t necessarily",generated_text
47,True,"Obama, Mexican president discuss immigration, anti-drugs fight: White House","May 6, 2016 ","Microsoft updated its operating system and Watchdog support to improve mobile performance. Available on Windows 8, Linux and Linux-based systems. Gives you: Microsoft is now offering a partnership with Microsoft Watchdog, a Windows operating system that enables Windows users to seamlessly access their wearable software. Buy it Now. Get in the Customer’s Footprint",generated_text
48,True,Zimbabwe president Mnangagwa appoints Chinamasa acting finance minister,"November 27, 2017 ","Zimbabwe President Emmerson Mnangagwa on Monday named Patrick Chinamasa acting finance minister until a new cabinet has been appointed, the chief secretary to the president and cabinet said in a statement. Chinamasa was a former finance minister under Robert Mugabe s government but was moved to a newly created ministry of cyber security during a reshuffle last month.",short_text
49,True,"Russia says continues dialogue with Washington on North Korea, Iran: RIA","October 20, 2017 ","Moscow and Washington are continuing a dialogue on North Korea and the future of the international deal on Iran s nuclear program, RIA news agency cited Russian Deputy Foreign Minister Sergei Ryabkov as saying on Friday.",short_text
50,True,Climate change helped fuel record heat in 2016: U.S. government report,"August 10, 2017 ","Global warming helped fuel the hottest year on record in 2016, with greenhouse gas concentrations reaching a new high, a U.S. government report released on Thursday said. The report from the National Oceanic and Atmospheric Administration also cited a strong El Nino cycle as a factor behind the third consecutive year of record global warmth.",short_text
51,True,Trump considering Goldman Sachs COO Cohn for energy secretary: Fox Business Network,"December 2, 2016 ","""Sissi met with Goldman Sachs chief Martin, who said he is considering trying to work with Trump in the coming weeks."" See Joan Walsh/Getty Images/iStock/Ed @Shk. Quote: Trump is working with Trump, according to a Twitter user, who tweeted that he ""fought desperately for the president but doesn't understand him",generated_text
52,True,Venezuela's former ambassador to U.N. leaves the United States: source,"December 5, 2017 ","Venezuela s former ambassador to the United Nations, Rafael Ramirez, has left the United States after being forced to resign by President Nicolas Maduro s government, according to a source with knowledge of his travel plan. Ramirez, who for more than a decade ran OPEC member Venezuela s massive oil industry, said earlier on Tuesday he was removed because of his opinions.",short_text
53,True,"China issues guidelines to curb money laundering, terrorism financing and tax evasion","September 13, 2017 ","China s state council issued guidelines on Wednesday on improving supervision to curb money laundering, terrorism financing and tax evasion. China will step up monitoring of abnormal cross-border capital movements to crackdown on cross-border financial crimes, the state council said in a statement on its website, adding that it will implement U.N. Security Council resolutions against terrorism financing.",short_text
54,True,White House calls Trump's relationship with Republican lawmakers 'fine',"August 24, 2017 ","Trump tells team Trump accuses Trump of 'trying to stifle animus' career, praising 'savior' Earle / The fact that the White House announced the new faceplate, as one of its first examples of how a new faceplate can affect the public’s face, is another indication that the White House wants to lead.",generated_text
55,True,Zuma says South Africa's free higher education to be done in a fiscally sustainable manner,"December 16, 2017 ","South Africa s government plan to offer free higher education for students from poor and working class households will be implemented in a  fiscally sustainable manner , President Jacob Zuma said on Saturday. Following a recommendation by a commission on higher education funding, Zuma said the government will increase subsidies to universities to 1 percent of gross domestic product over the next five years from nearly 0.7 percent at present.",short_text
56,True,White House says no curb on federal agency media activities,"January 25, 2017 ","Immediately after Trump's tweets Thursday, the premier of the White House press conference did not appear to have given the answer to his questions, he did not have a choice but to accept his answers. familiarizing himself with the possible choice by Trump Trump, the president, the former president, was an ambitious and admired President, and in years past he had continued",generated_text
57,True,Iran's Rouhani: Tehran-Moscow cooperation needed to restore peace in Syria,"November 1, 2017 ","Its force was mobilized, it came up with missiles, to prevent Iran from obtaining mechanical weapons, the opposition said on Saturday. ... Q: On May 28, although it reported that Tehran had placed 5 to 20 missiles per region in Syria on the Syrian border, U.S. Secretary of State Mike Pompeo said to the media that he added that there had",generated_text
58,True,"At least one person dead, 50 wounded in Iraq after earthquake: officials","November 12, 2017 ","Mosul holy spot does not coincide with the northern Iraqi city of Mosul text: Mosul crime: ""JosephP.Goodner, 11/06/2012 12:32:29 AM"" text: A British soldier is injured in transport by fire-engine fire at a checkpoint in Nubian's Brazzaville text: A U.S. soldier is",generated_text
59,True,Syrian Christians denied entry to U.S. in Philadelphia: Lebanese airport sources,"January 29, 2017 ","A Syrian Christian Orthodox family was turned back from Philadelphia International Airport after traveling to the United States from Lebanon, airport sources in Beirut said on Sunday. The family of six were denied entry under U.S. President Donald Trump’s new ban on nationals of seven Muslim-majority countries, including Syria, and flew back to Lebanon via Doha, the sources said.",short_text
